id,created_at,chapter,topic,subtopic,seeded
61,2024-11-15 22:41:39.622324,Advanced Concepts in Ancient Civilizations,History,Ancient Civilizations,False
62,2024-11-15 22:41:39.622331,Advanced Concepts in Ancient Civilizations,History,Ancient Civilizations,False
63,2024-11-15 22:41:39.622334,Theoretical Approaches to Ancient Civilizations,History,Ancient Civilizations,False
64,2024-11-15 22:41:39.622348,Modern Developments in Ancient Civilizations,History,Ancient Civilizations,False
65,2024-11-15 22:41:39.622351,Theoretical Approaches to Ancient Civilizations,History,Ancient Civilizations,False
66,2024-11-15 22:41:39.622359,Future Directions in Medieval History,History,Medieval History,False
67,2024-11-15 22:41:39.622362,Theoretical Approaches to Medieval History,History,Medieval History,False
68,2024-11-15 22:41:39.622365,Introduction to Medieval History,History,Medieval History,False
69,2024-11-15 22:41:39.622369,Historical Background of Medieval History,History,Medieval History,False
70,2024-11-15 22:41:39.622372,Case Studies on Medieval History,History,Medieval History,False
71,2024-11-15 22:41:39.622382,Fundamentals of Modern History,History,Modern History,False
72,2024-11-15 22:41:39.622386,Modern Developments in Modern History,History,Modern History,False
73,2024-11-15 22:41:39.622389,Theoretical Approaches to Modern History,History,Modern History,False
74,2024-11-15 22:41:39.622393,Modern Developments in Modern History,History,Modern History,False
75,2024-11-15 22:41:39.622396,Introduction to Modern History,History,Modern History,False
76,2024-11-15 22:41:39.622404,Introduction to American Revolution,History,American Revolution,False
77,2024-11-15 22:41:39.622410,Practical Applications of American Revolution,History,American Revolution,False
78,2024-11-15 22:41:39.622417,Fundamentals of American Revolution,History,American Revolution,False
79,2024-11-15 22:41:39.622422,Challenges in American Revolution,History,American Revolution,False
80,2024-11-15 22:41:39.622428,Case Studies on American Revolution,History,American Revolution,False
81,2024-11-15 22:41:39.622439,Case Studies on Industrial Revolution,History,Industrial Revolution,False
82,2024-11-15 22:41:39.622445,Future Directions in Industrial Revolution,History,Industrial Revolution,False
83,2024-11-15 22:41:39.622451,Modern Developments in Industrial Revolution,History,Industrial Revolution,False
84,2024-11-15 22:41:39.622457,Fundamentals of Industrial Revolution,History,Industrial Revolution,False
85,2024-11-15 22:41:39.622463,Advanced Concepts in Industrial Revolution,History,Industrial Revolution,False
86,2024-11-15 22:41:39.622471,Advanced Concepts in Cold War,History,Cold War,False
87,2024-11-15 22:41:39.622475,Advanced Concepts in Cold War,History,Cold War,False
88,2024-11-15 22:41:39.622478,Fundamentals of Cold War,History,Cold War,False
89,2024-11-15 22:41:39.622485,Historical Background of Cold War,History,Cold War,False
90,2024-11-15 22:41:39.622489,Advanced Concepts in Cold War,History,Cold War,False
91,2024-11-15 22:41:39.622496,Case Studies on Programming,Computer Science,Programming,False
92,2024-11-15 22:41:39.622500,Modern Developments in Programming,Computer Science,Programming,False
93,2024-11-15 22:41:39.622503,Future Directions in Programming,Computer Science,Programming,False
94,2024-11-15 22:41:39.622507,Case Studies on Programming,Computer Science,Programming,False
95,2024-11-15 22:41:39.622510,Advanced Concepts in Programming,Computer Science,Programming,False
96,2024-11-15 22:41:39.622517,Modern Developments in Algorithms,Computer Science,Algorithms,False
97,2024-11-15 22:41:39.622520,Case Studies on Algorithms,Computer Science,Algorithms,False
98,2024-11-15 22:41:39.622523,Historical Background of Algorithms,Computer Science,Algorithms,False
99,2024-11-15 22:41:39.622527,Modern Developments in Algorithms,Computer Science,Algorithms,False
100,2024-11-15 22:41:39.622531,Practical Applications of Algorithms,Computer Science,Algorithms,False
101,2024-11-15 22:41:39.622539,Introduction to Data Structures,Computer Science,Data Structures,False
102,2024-11-15 22:41:39.622544,Challenges in Data Structures,Computer Science,Data Structures,False
103,2024-11-15 22:41:39.622547,Future Directions in Data Structures,Computer Science,Data Structures,False
104,2024-11-15 22:41:39.622550,Introduction to Data Structures,Computer Science,Data Structures,False
105,2024-11-15 22:41:39.622554,Challenges in Data Structures,Computer Science,Data Structures,False
106,2024-11-15 22:41:39.622560,Fundamentals of Machine Learning,Computer Science,Machine Learning,False
107,2024-11-15 22:41:39.622564,Fundamentals of Machine Learning,Computer Science,Machine Learning,False
108,2024-11-15 22:41:39.622570,Fundamentals of Machine Learning,Computer Science,Machine Learning,False
109,2024-11-15 22:41:39.622575,Introduction to Machine Learning,Computer Science,Machine Learning,False
110,2024-11-15 22:41:39.622581,Historical Background of Machine Learning,Computer Science,Machine Learning,False
111,2024-11-15 22:41:39.622591,Theoretical Approaches to Databases,Computer Science,Databases,False
112,2024-11-15 22:41:39.622596,Introduction to Databases,Computer Science,Databases,False
113,2024-11-15 22:41:39.622601,Fundamentals of Databases,Computer Science,Databases,False
114,2024-11-15 22:41:39.622605,Challenges in Databases,Computer Science,Databases,False
115,2024-11-15 22:41:39.622610,Introduction to Databases,Computer Science,Databases,False
116,2024-11-15 22:41:39.622620,Challenges in Computer Networks,Computer Science,Computer Networks,False
117,2024-11-15 22:41:39.622625,Advanced Concepts in Computer Networks,Computer Science,Computer Networks,False
118,2024-11-15 22:41:39.622630,Future Directions in Computer Networks,Computer Science,Computer Networks,False
119,2024-11-15 22:41:39.622635,Theoretical Approaches to Computer Networks,Computer Science,Computer Networks,False
120,2024-11-15 22:41:39.622641,Theoretical Approaches to Computer Networks,Computer Science,Computer Networks,False
121,2024-11-15 22:41:39.622651,Challenges in Cell Biology,Biology,Cell Biology,False
122,2024-11-15 22:41:39.622659,Modern Developments in Cell Biology,Biology,Cell Biology,False
123,2024-11-15 22:41:39.622665,Challenges in Cell Biology,Biology,Cell Biology,False
124,2024-11-15 22:41:39.622670,Introduction to Cell Biology,Biology,Cell Biology,False
125,2024-11-15 22:41:39.622676,Theoretical Approaches to Cell Biology,Biology,Cell Biology,False
126,2024-11-15 22:41:39.622686,Future Directions in Genetics,Biology,Genetics,False
127,2024-11-15 22:41:39.622692,Historical Background of Genetics,Biology,Genetics,False
128,2024-11-15 22:41:39.622698,Theoretical Approaches to Genetics,Biology,Genetics,False
129,2024-11-15 22:41:39.622703,Future Directions in Genetics,Biology,Genetics,False
130,2024-11-15 22:41:39.622710,Advanced Concepts in Genetics,Biology,Genetics,False
131,2024-11-15 22:41:39.622722,Advanced Concepts in Evolution,Biology,Evolution,False
132,2024-11-15 22:41:39.622728,Case Studies on Evolution,Biology,Evolution,False
133,2024-11-15 22:41:39.622733,Advanced Concepts in Evolution,Biology,Evolution,False
134,2024-11-15 22:41:39.622738,Future Directions in Evolution,Biology,Evolution,False
135,2024-11-15 22:41:39.622743,Case Studies on Evolution,Biology,Evolution,False
136,2024-11-15 22:41:39.622755,Challenges in Ecology,Biology,Ecology,False
137,2024-11-15 22:41:39.622760,Fundamentals of Ecology,Biology,Ecology,False
138,2024-11-15 22:41:39.622766,Challenges in Ecology,Biology,Ecology,False
139,2024-11-15 22:41:39.622772,Future Directions in Ecology,Biology,Ecology,False
140,2024-11-15 22:41:39.622778,Fundamentals of Ecology,Biology,Ecology,False
141,2024-11-15 22:41:39.622787,Modern Developments in Human Anatomy,Biology,Human Anatomy,False
142,2024-11-15 22:41:39.622791,Future Directions in Human Anatomy,Biology,Human Anatomy,False
143,2024-11-15 22:41:39.622794,Advanced Concepts in Human Anatomy,Biology,Human Anatomy,False
144,2024-11-15 22:41:39.622798,Future Directions in Human Anatomy,Biology,Human Anatomy,False
145,2024-11-15 22:41:39.622801,Fundamentals of Human Anatomy,Biology,Human Anatomy,False
146,2024-11-15 22:41:39.622809,Theoretical Approaches to Plant Biology,Biology,Plant Biology,False
147,2024-11-15 22:41:39.622812,Modern Developments in Plant Biology,Biology,Plant Biology,False
148,2024-11-15 22:41:39.622815,Historical Background of Plant Biology,Biology,Plant Biology,False
149,2024-11-15 22:41:39.622819,Practical Applications of Plant Biology,Biology,Plant Biology,False
150,2024-11-15 22:41:39.622822,Modern Developments in Plant Biology,Biology,Plant Biology,False
151,2024-11-15 22:41:39.622829,Advanced Concepts in Organic Chemistry,Chemistry,Organic Chemistry,False
152,2024-11-15 22:41:39.622833,Advanced Concepts in Organic Chemistry,Chemistry,Organic Chemistry,False
153,2024-11-15 22:41:39.622836,Challenges in Organic Chemistry,Chemistry,Organic Chemistry,False
154,2024-11-15 22:41:39.622839,Theoretical Approaches to Organic Chemistry,Chemistry,Organic Chemistry,False
155,2024-11-15 22:41:39.622843,Fundamentals of Organic Chemistry,Chemistry,Organic Chemistry,False
156,2024-11-15 22:41:39.623107,Fundamentals of Inorganic Chemistry,Chemistry,Inorganic Chemistry,False
157,2024-11-15 22:41:39.623136,Case Studies on Inorganic Chemistry,Chemistry,Inorganic Chemistry,False
158,2024-11-15 22:41:39.623144,Case Studies on Inorganic Chemistry,Chemistry,Inorganic Chemistry,False
159,2024-11-15 22:41:39.623152,Fundamentals of Inorganic Chemistry,Chemistry,Inorganic Chemistry,False
160,2024-11-15 22:41:39.623159,Fundamentals of Inorganic Chemistry,Chemistry,Inorganic Chemistry,False
161,2024-11-15 22:41:39.623176,Introduction to Physical Chemistry,Chemistry,Physical Chemistry,False
162,2024-11-15 22:41:39.623183,Future Directions in Physical Chemistry,Chemistry,Physical Chemistry,False
163,2024-11-15 22:41:39.623190,Practical Applications of Physical Chemistry,Chemistry,Physical Chemistry,False
164,2024-11-15 22:41:39.623197,Fundamentals of Physical Chemistry,Chemistry,Physical Chemistry,False
165,2024-11-15 22:41:39.623203,Practical Applications of Physical Chemistry,Chemistry,Physical Chemistry,False
166,2024-11-15 22:41:39.623216,Fundamentals of Analytical Chemistry,Chemistry,Analytical Chemistry,False
167,2024-11-15 22:41:39.623223,Practical Applications of Analytical Chemistry,Chemistry,Analytical Chemistry,False
168,2024-11-15 22:41:39.623229,Fundamentals of Analytical Chemistry,Chemistry,Analytical Chemistry,False
169,2024-11-15 22:41:39.623235,Fundamentals of Analytical Chemistry,Chemistry,Analytical Chemistry,False
170,2024-11-15 22:41:39.623242,Challenges in Analytical Chemistry,Chemistry,Analytical Chemistry,False
171,2024-11-15 22:41:39.623255,Theoretical Approaches to Biochemistry,Chemistry,Biochemistry,False
172,2024-11-15 22:41:39.623262,Historical Background of Biochemistry,Chemistry,Biochemistry,False
173,2024-11-15 22:41:39.623268,Case Studies on Biochemistry,Chemistry,Biochemistry,False
174,2024-11-15 22:41:39.623276,Challenges in Biochemistry,Chemistry,Biochemistry,False
175,2024-11-15 22:41:39.623283,Case Studies on Biochemistry,Chemistry,Biochemistry,False
176,2024-11-15 22:41:39.623295,Practical Applications of Quantum Chemistry,Chemistry,Quantum Chemistry,False
177,2024-11-15 22:41:39.623302,Theoretical Approaches to Quantum Chemistry,Chemistry,Quantum Chemistry,False
178,2024-11-15 22:41:39.623308,Future Directions in Quantum Chemistry,Chemistry,Quantum Chemistry,False
179,2024-11-15 22:41:39.623315,Modern Developments in Quantum Chemistry,Chemistry,Quantum Chemistry,False
180,2024-11-15 22:41:39.623321,Historical Background of Quantum Chemistry,Chemistry,Quantum Chemistry,False
181,2024-11-15 22:41:39.623335,Practical Applications of Mechanics,Physics,Mechanics,False
182,2024-11-15 22:41:39.623342,Challenges in Mechanics,Physics,Mechanics,False
183,2024-11-15 22:41:39.623349,Future Directions in Mechanics,Physics,Mechanics,False
184,2024-11-15 22:41:39.623355,Historical Background of Mechanics,Physics,Mechanics,False
185,2024-11-15 22:41:39.623362,Fundamentals of Mechanics,Physics,Mechanics,False
186,2024-11-15 22:41:39.623377,Case Studies on Thermodynamics,Physics,Thermodynamics,False
187,2024-11-15 22:41:39.623385,Future Directions in Thermodynamics,Physics,Thermodynamics,False
188,2024-11-15 22:41:39.623391,Advanced Concepts in Thermodynamics,Physics,Thermodynamics,False
189,2024-11-15 22:41:39.623397,Advanced Concepts in Thermodynamics,Physics,Thermodynamics,False
190,2024-11-15 22:41:39.623404,Fundamentals of Thermodynamics,Physics,Thermodynamics,False
191,2024-11-15 22:41:39.623417,Theoretical Approaches to Electromagnetism,Physics,Electromagnetism,False
192,2024-11-15 22:41:39.623424,Theoretical Approaches to Electromagnetism,Physics,Electromagnetism,False
193,2024-11-15 22:41:39.623430,Theoretical Approaches to Electromagnetism,Physics,Electromagnetism,False
194,2024-11-15 22:41:39.623436,Challenges in Electromagnetism,Physics,Electromagnetism,False
195,2024-11-15 22:41:39.623443,Fundamentals of Electromagnetism,Physics,Electromagnetism,False
196,2024-11-15 22:41:39.623456,Advanced Concepts in Quantum Physics,Physics,Quantum Physics,False
197,2024-11-15 22:41:39.623463,Case Studies on Quantum Physics,Physics,Quantum Physics,False
198,2024-11-15 22:41:39.623469,Modern Developments in Quantum Physics,Physics,Quantum Physics,False
199,2024-11-15 22:41:39.623475,Future Directions in Quantum Physics,Physics,Quantum Physics,False
200,2024-11-15 22:41:39.623481,Modern Developments in Quantum Physics,Physics,Quantum Physics,False
201,2024-11-15 22:41:39.623494,Advanced Concepts in Optics,Physics,Optics,False
202,2024-11-15 22:41:39.623501,Historical Background of Optics,Physics,Optics,False
203,2024-11-15 22:41:39.623508,Introduction to Optics,Physics,Optics,False
204,2024-11-15 22:41:39.623514,Practical Applications of Optics,Physics,Optics,False
205,2024-11-15 22:41:39.623521,Practical Applications of Optics,Physics,Optics,False
206,2024-11-15 22:41:39.623534,Future Directions in Nuclear Physics,Physics,Nuclear Physics,False
207,2024-11-15 22:41:39.623540,Advanced Concepts in Nuclear Physics,Physics,Nuclear Physics,False
208,2024-11-15 22:41:39.623547,Challenges in Nuclear Physics,Physics,Nuclear Physics,False
209,2024-11-15 22:41:39.623553,Case Studies on Nuclear Physics,Physics,Nuclear Physics,False
210,2024-11-15 22:41:39.623559,Challenges in Nuclear Physics,Physics,Nuclear Physics,False
211,2024-11-15 22:41:39.623573,Historical Background of Poetry,English,Poetry,False
212,2024-11-15 22:41:39.623582,Future Directions in Poetry,English,Poetry,False
213,2024-11-15 22:41:39.623588,Introduction to Poetry,English,Poetry,False
214,2024-11-15 22:41:39.623595,Modern Developments in Poetry,English,Poetry,False
215,2024-11-15 22:41:39.623601,Advanced Concepts in Poetry,English,Poetry,False
216,2024-11-15 22:41:39.623613,Future Directions in Novels,English,Novels,False
217,2024-11-15 22:41:39.623620,Theoretical Approaches to Novels,English,Novels,False
218,2024-11-15 22:41:39.623627,Introduction to Novels,English,Novels,False
219,2024-11-15 22:41:39.623633,Modern Developments in Novels,English,Novels,False
220,2024-11-15 22:41:39.623640,Modern Developments in Novels,English,Novels,False
221,2024-11-15 22:41:39.623653,Challenges in Grammar,English,Grammar,False
222,2024-11-15 22:41:39.623659,Future Directions in Grammar,English,Grammar,False
223,2024-11-15 22:41:39.623666,Challenges in Grammar,English,Grammar,False
224,2024-11-15 22:41:39.623672,Fundamentals of Grammar,English,Grammar,False
225,2024-11-15 22:41:39.623678,Fundamentals of Grammar,English,Grammar,False
226,2024-11-15 22:41:39.623691,Introduction to Literary Analysis,English,Literary Analysis,False
227,2024-11-15 22:41:39.623697,Historical Background of Literary Analysis,English,Literary Analysis,False
228,2024-11-15 22:41:39.623704,Case Studies on Literary Analysis,English,Literary Analysis,False
229,2024-11-15 22:41:39.623710,Introduction to Literary Analysis,English,Literary Analysis,False
230,2024-11-15 22:41:39.623716,Theoretical Approaches to Literary Analysis,English,Literary Analysis,False
231,2024-11-15 22:41:39.623729,Challenges in Essay Writing,English,Essay Writing,False
232,2024-11-15 22:41:39.623735,Theoretical Approaches to Essay Writing,English,Essay Writing,False
233,2024-11-15 22:41:39.623742,Practical Applications of Essay Writing,English,Essay Writing,False
234,2024-11-15 22:41:39.623749,Challenges in Essay Writing,English,Essay Writing,False
235,2024-11-15 22:41:39.623755,Fundamentals of Essay Writing,English,Essay Writing,False
236,2024-11-15 22:41:39.623768,Case Studies on Drama,English,Drama,False
237,2024-11-15 22:41:39.623775,Theoretical Approaches to Drama,English,Drama,False
238,2024-11-15 22:41:39.623781,Future Directions in Drama,English,Drama,False
239,2024-11-15 22:41:39.623788,Fundamentals of Drama,English,Drama,False
240,2024-11-15 22:41:39.623794,Historical Background of Drama,English,Drama,False
241,2024-11-15 22:41:39.623807,Modern Developments in Microeconomics,Economics,Microeconomics,False
242,2024-11-15 22:41:39.623814,Future Directions in Microeconomics,Economics,Microeconomics,False
243,2024-11-15 22:41:39.623820,Practical Applications of Microeconomics,Economics,Microeconomics,False
244,2024-11-15 22:41:39.623827,Introduction to Microeconomics,Economics,Microeconomics,False
245,2024-11-15 22:41:39.623833,Modern Developments in Microeconomics,Economics,Microeconomics,False
246,2024-11-15 22:41:39.623845,Future Directions in Macroeconomics,Economics,Macroeconomics,False
247,2024-11-15 22:41:39.623852,Fundamentals of Macroeconomics,Economics,Macroeconomics,False
248,2024-11-15 22:41:39.623858,Theoretical Approaches to Macroeconomics,Economics,Macroeconomics,False
249,2024-11-15 22:41:39.623864,Theoretical Approaches to Macroeconomics,Economics,Macroeconomics,False
250,2024-11-15 22:41:39.623872,Challenges in Macroeconomics,Economics,Macroeconomics,False
251,2024-11-15 22:41:39.623886,Theoretical Approaches to Economic Theories,Economics,Economic Theories,False
252,2024-11-15 22:41:39.623893,Future Directions in Economic Theories,Economics,Economic Theories,False
253,2024-11-15 22:41:39.623899,Challenges in Economic Theories,Economics,Economic Theories,False
254,2024-11-15 22:41:39.623906,Case Studies on Economic Theories,Economics,Economic Theories,False
255,2024-11-15 22:41:39.623913,Challenges in Economic Theories,Economics,Economic Theories,False
256,2024-11-15 22:41:39.623927,Challenges in International Trade,Economics,International Trade,False
257,2024-11-15 22:41:39.623933,Future Directions in International Trade,Economics,International Trade,False
258,2024-11-15 22:41:39.623940,Practical Applications of International Trade,Economics,International Trade,False
259,2024-11-15 22:41:39.623947,Practical Applications of International Trade,Economics,International Trade,False
260,2024-11-15 22:41:39.623953,Historical Background of International Trade,Economics,International Trade,False
261,2024-11-15 22:41:39.623966,Advanced Concepts in Public Finance,Economics,Public Finance,False
262,2024-11-15 22:41:39.623973,Case Studies on Public Finance,Economics,Public Finance,False
263,2024-11-15 22:41:39.623980,Practical Applications of Public Finance,Economics,Public Finance,False
264,2024-11-15 22:41:39.623986,Introduction to Public Finance,Economics,Public Finance,False
265,2024-11-15 22:41:39.623993,Modern Developments in Public Finance,Economics,Public Finance,False
266,2024-11-15 22:41:39.624006,Modern Developments in Development Economics,Economics,Development Economics,False
267,2024-11-15 22:41:39.624012,Advanced Concepts in Development Economics,Economics,Development Economics,False
268,2024-11-15 22:41:39.624019,Future Directions in Development Economics,Economics,Development Economics,False
269,2024-11-15 22:41:39.624025,Case Studies on Development Economics,Economics,Development Economics,False
270,2024-11-15 22:41:39.624032,Case Studies on Development Economics,Economics,Development Economics,False
271,2024-11-15 22:41:39.624047,Theoretical Approaches to Political Ideologies,Political Science,Political Ideologies,False
272,2024-11-15 22:41:39.624054,Advanced Concepts in Political Ideologies,Political Science,Political Ideologies,False
273,2024-11-15 22:41:39.624060,Fundamentals of Political Ideologies,Political Science,Political Ideologies,False
274,2024-11-15 22:41:39.624066,Advanced Concepts in Political Ideologies,Political Science,Political Ideologies,False
275,2024-11-15 22:41:39.624073,Modern Developments in Political Ideologies,Political Science,Political Ideologies,False
276,2024-11-15 22:41:39.624087,Case Studies on Governance,Political Science,Governance,False
277,2024-11-15 22:41:39.624094,Fundamentals of Governance,Political Science,Governance,False
278,2024-11-15 22:41:39.624100,Historical Background of Governance,Political Science,Governance,False
279,2024-11-15 22:41:39.624108,Historical Background of Governance,Political Science,Governance,False
280,2024-11-15 22:41:39.624115,Practical Applications of Governance,Political Science,Governance,False
281,2024-11-15 22:41:39.624128,Case Studies on Public Policy,Political Science,Public Policy,False
282,2024-11-15 22:41:39.624135,Advanced Concepts in Public Policy,Political Science,Public Policy,False
283,2024-11-15 22:41:39.624141,Historical Background of Public Policy,Political Science,Public Policy,False
284,2024-11-15 22:41:39.624148,Theoretical Approaches to Public Policy,Political Science,Public Policy,False
285,2024-11-15 22:41:39.624167,Advanced Concepts in Public Policy,Political Science,Public Policy,False
286,2024-11-15 22:41:39.624180,Introduction to International Relations,Political Science,International Relations,False
287,2024-11-15 22:41:39.624188,Introduction to International Relations,Political Science,International Relations,False
288,2024-11-15 22:41:39.624194,Practical Applications of International Relations,Political Science,International Relations,False
289,2024-11-15 22:41:39.624200,Case Studies on International Relations,Political Science,International Relations,False
290,2024-11-15 22:41:39.624206,Fundamentals of International Relations,Political Science,International Relations,False
291,2024-11-15 22:41:39.624219,Challenges in Comparative Politics,Political Science,Comparative Politics,False
292,2024-11-15 22:41:39.624226,Challenges in Comparative Politics,Political Science,Comparative Politics,False
293,2024-11-15 22:41:39.624232,Historical Background of Comparative Politics,Political Science,Comparative Politics,False
294,2024-11-15 22:41:39.624238,Case Studies on Comparative Politics,Political Science,Comparative Politics,False
295,2024-11-15 22:41:39.624245,Challenges in Comparative Politics,Political Science,Comparative Politics,False
296,2024-11-15 22:41:39.624258,Fundamentals of Political Economy,Political Science,Political Economy,False
297,2024-11-15 22:41:39.624264,Modern Developments in Political Economy,Political Science,Political Economy,False
298,2024-11-15 22:41:39.624270,Theoretical Approaches to Political Economy,Political Science,Political Economy,False
299,2024-11-15 22:41:39.624277,Fundamentals of Political Economy,Political Science,Political Economy,False
300,2024-11-15 22:41:39.624284,Fundamentals of Political Economy,Political Science,Political Economy,False
301,2024-11-15 22:41:39.624297,Practical Applications of Cognitive Psychology,Psychology,Cognitive Psychology,False
302,2024-11-15 22:41:39.624304,Modern Developments in Cognitive Psychology,Psychology,Cognitive Psychology,False
303,2024-11-15 22:41:39.624310,Fundamentals of Cognitive Psychology,Psychology,Cognitive Psychology,False
304,2024-11-15 22:41:39.624317,Fundamentals of Cognitive Psychology,Psychology,Cognitive Psychology,False
305,2024-11-15 22:41:39.624323,Fundamentals of Cognitive Psychology,Psychology,Cognitive Psychology,False
306,2024-11-15 22:41:39.624336,Advanced Concepts in Developmental Psychology,Psychology,Developmental Psychology,False
307,2024-11-15 22:41:39.624343,Practical Applications of Developmental Psychology,Psychology,Developmental Psychology,False
308,2024-11-15 22:41:39.624349,Practical Applications of Developmental Psychology,Psychology,Developmental Psychology,False
309,2024-11-15 22:41:39.624355,Practical Applications of Developmental Psychology,Psychology,Developmental Psychology,False
310,2024-11-15 22:41:39.624367,Future Directions in Developmental Psychology,Psychology,Developmental Psychology,False
311,2024-11-15 22:41:39.624380,Case Studies on Social Psychology,Psychology,Social Psychology,False
312,2024-11-15 22:41:39.624387,Fundamentals of Social Psychology,Psychology,Social Psychology,False
313,2024-11-15 22:41:39.624393,Advanced Concepts in Social Psychology,Psychology,Social Psychology,False
314,2024-11-15 22:41:39.624401,Future Directions in Social Psychology,Psychology,Social Psychology,False
315,2024-11-15 22:41:39.624407,Fundamentals of Social Psychology,Psychology,Social Psychology,False
